AccNo,CaMVLMVLTMVIme,Type,PhoneNo,DuMVRatMVIon
SA-0144-10-84,29/11/2008 23:03,MVI,60-01740984016,792
SA-0155-74-77,15/10/2007 23:30,MVI,60-01396182370,191
SA-0343-60-69,28/4/2007 14:05,MVI,60-01107921129,903
SA-0107-05-98,16/2/2007 11:21,MVI,60-01587838775,425
SA-0303-06-26,18/7/2007 18:45,MVI,60-01446098617,754
SA-0138-33-52,29/8/2008 10:12,MVI,60-01958709607,952
SA-0055-36-68,11/2/2007 20:44,MVI,60-01406466520,503
SA-0303-06-26,4/10/2007 17:20,MVI,60-01553023396,279
SA-0361-84-31,10/11/2007 19:08,MVI,60-01030074251,893
SA-0138-33-52,4/4/2007 23:55,MVI,60-01969850424,759
SA-0112-53-34,24/10/2007 4:03,MVI,60-01740980616,689
SA-0151-98-79,23/10/2007 9:38,MVI,60-01635012943,109
SA-0080-84-93,1/1/2007 0:18,MVI,60-01161816369,865
SA-0005-14-91,15/8/2007 21:18,MVI,60-01483059948,261
SA-0009-04-02,22/2/2007 12:33,MVI,60-01486222248,944
SA-0033-12-88,14/11/2008 13:22,MVI,60-01650624064,423
SA-0145-41-01,19/4/2008 11:34,MVI,60-01608916075,349
SA-0021-95-06,22/2/2008 4:01,MVI,60-01289572422,135
SA-0080-84-93,18/1/2007 14:27,MVI,60-01500267513,285
SA-0009-04-02,5/2/2007 17:24,MVI,60-01810449650,370
SA-0005-14-91,31/1/2008 11:25,MVI,60-01171527951,575
SA-0186-07-48,28/10/2008 15:59,MVI,60-01119736242,500
SA-0252-71-33,5/6/2008 0:12,MVI,60-01510001312,864
SA-0050-81-89,27/8/2008 4:54,MVI,60-01469388488,817
SA-0155-74-77,26/3/2007 12:22,MVI,60-01135999937,928
SA-0414-20-79,10/9/2007 14:34,MVI,60-01034555997,974
SA-0222-28-58,21/10/2007 4:03,MVI,60-01682342999,341
SA-0378-80-96,21/11/2007 20:14,MVI,60-01944736313,376
SA-0220-61-46,10/7/2007 12:45,MVI,60-01579964009,519
SA-0033-12-88,18/4/2007 18:26,MVI,60-01603633187,717
SA-0414-86-48,28/7/2008 9:13,MVI,60-01971150164,974
SA-0107-05-98,22/2/2007 8:49,MVI,60-01088173103,677
SA-0263-79-37,11/10/2008 4:01,MVI,60-01355691904,672
SA-0290-06-89,9/11/2008 3:21,MVI,60-01172490004,196
SA-0187-35-19,25/10/2007 13:38,MVI,60-01883318999,499
SA-0033-12-88,8/6/2008 14:50,MVI,60-01953064133,518
SA-0263-79-37,22/10/2007 21:42,MVI,60-01071341431,908
SA-0063-02-33,23/6/2007 18:13,MVI,60-01177352925,952
SA-0335-96-08,20/9/2007 0:04,MVI,60-01698174894,460
SA-0037-94-05,17/9/2008 18:37,MVI,60-01567470227,833
SA-0202-82-34,30/4/2007 17:00,MVI,60-01488410861,306
SA-0005-14-91,1/9/2008 4:15,MVI,60-01510432401,622
SA-0249-45-54,10/8/2007 9:37,MVI,60-01366885822,993
SA-0210-42-47,28/10/2007 17:18,MVI,60-01256175571,72
SA-0182-19-79,29/3/2008 14:32,MVI,60-01226560671,712
SA-0182-19-79,13/4/2007 17:16,MVI,60-01971693483,210
SA-0107-05-98,2/3/2007 19:21,MVI,60-01635280598,909
SA-0220-61-46,22/6/2008 22:17,MVI,60-01527563176,850
SA-0005-14-91,26/6/2008 2:24,MVI,60-01065590081,477
SA-0186-07-48,7/3/2008 19:17,MVI,60-01236456138,497
SA-0050-81-89,20/12/2007 23:43,MVI,60-01082883511,982
SA-0080-84-93,10/6/2007 18:09,MVI,60-01165957320,818
SA-0133-16-62,16/4/2007 0:17,MVI,60-01715096490,570
SA-0279-91-74,10/4/2008 11:48,MVI,60-01888983283,983
SA-0290-06-89,3/4/2008 0:25,MVI,60-01156591087,657
SA-0343-60-69,1/2/2008 17:46,MVI,60-01618360642,512
SA-0182-19-79,2/4/2007 3:14,MVI,60-01582443583,446
SA-0220-61-46,30/4/2008 14:26,MVI,60-01317901847,431
SA-0021-95-06,23/5/2007 13:46,MVI,60-01385950128,286
SA-0210-42-47,9/6/2008 22:52,MVI,60-01821321301,782
SA-0303-06-26,18/1/2007 23:04,MVI,60-01665940773,111
SA-0037-94-05,17/3/2007 18:49,MVI,60-01282312833,554
SA-0378-80-96,2/4/2007 20:34,MVI,60-01784314358,325
SA-0055-36-68,9/6/2007 14:01,MVI,60-01984370124,125
SA-0145-41-01,19/5/2007 8:20,MVI,60-01194900109,483
SA-0080-84-93,18/6/2008 5:13,MVI,60-01460555392,285
SA-0252-71-33,24/11/2008 17:45,MVI,60-01826969609,735
SA-0249-45-54,7/11/2008 14:58,MVI,60-01283754360,687
SA-0186-07-48,20/9/2007 7:47,MVI,60-01238531993,772
SA-0312-94-95,15/7/2007 2:55,MVI,60-01168406133,964
SA-0182-19-79,22/7/2007 0:08,MVI,60-01422268480,835
SA-0144-10-84,17/11/2007 16:08,MVI,60-01480253194,807
SA-0144-10-84,21/8/2007 10:10,MVI,60-01498584628,922
SA-0185-10-64,26/9/2007 1:05,MVI,60-01375421791,464
SA-0210-42-47,26/5/2007 13:33,MVI,60-01068541107,950
SA-0378-80-96,9/12/2008 6:33,MVI,60-01051041664,471
SA-0055-36-68,30/4/2008 20:28,MVI,60-01310953785,700
SA-0080-84-93,26/3/2008 10:56,MVI,60-01807391571,424
SA-0290-06-89,2/9/2008 5:18,MVI,60-01649500693,646
SA-0305-50-15,3/1/2007 11:40,MVI,60-01662008682,895
SA-0279-91-74,14/3/2008 18:19,MVI,60-01631689728,880
SA-0114-12-73,28/6/2008 17:41,MVI,60-01899697968,585
SA-0339-42-22,3/1/2007 19:24,MVI,60-01240232010,419
SA-0138-33-52,5/6/2007 11:17,MVI,60-01347152883,627
SA-0401-55-12,3/5/2007 20:20,MVI,60-01027696973,305
SA-0263-79-37,24/3/2008 16:16,MVI,60-01319557867,488
SA-0112-53-34,20/9/2007 8:02,MVI,60-01897502910,252
SA-0114-12-73,21/5/2008 15:56,MVI,60-01606989350,363
SA-0107-05-98,8/9/2007 1:00,MVI,60-01992734353,673
SA-0290-06-89,13/12/2008 1:46,MVI,60-01643479568,906
SA-0107-05-98,27/5/2008 9:04,MVI,60-01271215896,895
SA-0414-86-48,12/9/2008 22:58,MVI,60-01608394476,916
SA-0378-80-96,9/12/2008 13:29,MVI,60-01466301902,629
SA-0343-60-69,30/3/2007 8:44,MVI,60-01964426828,595
SA-0037-94-05,17/2/2007 6:51,MVI,60-01250363156,420
SA-0202-82-34,4/4/2008 23:09,MVI,60-01966276018,649
SA-0261-41-34,31/3/2007 3:52,MVI,60-01861638726,158
SA-0210-42-47,25/6/2007 8:25,MVI,60-01155405227,757
SA-0151-98-79,11/12/2007 21:50,MVI,60-01633160980,569
SA-0220-48-64,17/1/2007 19:07,MVI,60-01604281653,933
SA-0147-43-82,16/7/2008 19:05,MVI,60-01501850946,322
SA-0145-41-01,18/12/2007 7:53,MVI,60-01102962557,812
SA-0021-95-06,23/2/2007 2:39,MVI,60-01487354106,961
SA-0314-69-44,8/9/2008 11:26,MVI,60-01541104192,594
SA-0182-19-79,10/10/2007 4:35,MVI,60-01797294101,420
SA-0339-42-22,2/2/2007 21:43,MVI,60-01128606767,245
SA-0185-59-07,7/5/2008 5:44,MVI,60-01575146034,703
SA-0202-82-34,7/10/2008 19:57,MVI,60-01425264065,140
SA-0249-45-54,4/7/2007 18:52,MVI,60-01781714925,227
SA-0155-74-77,14/5/2007 10:23,MVI,60-01462308355,667
SA-0249-45-54,29/8/2008 7:27,MVI,60-01128598843,777
SA-0222-28-58,12/12/2008 2:33,MVI,60-01004558028,83
SA-0343-60-69,13/6/2007 6:27,MVI,60-01715545130,479
SA-0414-86-48,21/4/2008 14:55,MVI,60-01762675361,335
SA-0222-28-58,14/3/2008 12:45,MVI,60-01940467282,546
SA-0055-36-68,14/6/2008 15:46,MVI,60-01938415658,900
SA-0107-05-98,15/1/2008 6:29,MVI,60-01949217278,498
SA-0033-12-88,15/12/2008 11:36,MVI,60-01735222215,829
SA-0144-10-84,31/5/2007 3:51,MVI,60-01544495417,695
SA-0155-74-77,22/2/2008 19:10,MVI,60-01031580318,533
SA-0005-14-91,21/4/2008 10:45,MVI,60-01946681059,598
SA-0303-06-26,25/5/2007 17:17,MVI,60-01981851380,761
SA-0182-19-79,8/6/2007 12:32,MVI,60-01300485828,237
SA-0012-71-76,19/6/2008 0:44,MVI,60-01518706795,72
SA-0182-19-79,3/5/2008 12:35,MVI,60-01389480870,405
SA-0151-98-79,25/5/2007 19:52,MVI,60-01369068677,997
SA-0185-10-64,5/6/2007 9:24,MVI,60-01612378450,364
SA-0361-84-31,12/4/2007 9:41,MVI,60-01990481154,75
SA-0220-61-46,7/3/2008 3:01,MVI,60-01035115219,116
SA-0378-80-96,10/1/2007 8:34,MVI,60-01038169679,869
SA-0290-06-89,22/12/2008 12:35,MVI,60-01656933108,337
SA-0339-42-22,9/1/2007 20:29,MVI,60-01827048692,990
SA-0080-84-93,21/12/2007 12:03,MVI,60-01938399051,684
SA-0290-06-89,12/10/2008 23:01,MVI,60-01934436326,799
SA-0220-61-46,23/8/2007 16:51,MVI,60-01385225045,745
SA-0202-82-34,11/6/2007 14:57,MVI,60-01904279800,169
SA-0202-82-34,7/8/2007 20:48,MVI,60-01016643875,78
SA-0343-60-69,3/5/2007 0:19,MVI,60-01687054248,344
SA-0185-59-07,13/8/2008 12:13,MVI,60-01052435122,151
SA-0210-42-47,12/8/2008 14:17,MVI,60-01115138070,981
SA-0009-04-02,29/1/2008 8:19,MVI,60-01430128125,768
SA-0185-10-64,16/7/2008 19:27,MVI,60-01543180245,196
SA-0261-41-34,22/1/2007 17:09,MVI,60-01742096642,528
SA-0263-79-37,9/10/2007 2:58,MVI,60-01513082200,223
SA-0339-42-22,21/5/2008 17:08,MVI,60-01028367550,69
SA-0220-48-64,6/3/2007 22:04,MVI,60-01407262845,344
SA-0037-94-05,7/3/2007 6:17,MVI,60-01495030507,812
SA-0182-19-79,20/2/2007 23:20,MVI,60-01791697002,94
SA-0012-71-76,17/6/2007 11:00,MVI,60-01048237916,735
SA-0144-10-84,19/10/2008 3:38,MVI,60-01371876593,81
SA-0249-45-54,19/9/2007 14:46,MVI,60-01606433747,783
SA-0361-84-31,21/9/2008 22:50,MVI,60-01262889474,855
SA-0220-61-46,5/8/2008 20:56,MVI,60-01615801018,83
SA-0222-28-58,16/8/2007 16:17,MVI,60-01423895587,862
SA-0033-12-88,2/12/2007 5:24,MVI,60-01652855254,703
SA-0145-41-01,21/11/2008 23:14,MVI,60-01693626122,995
SA-0033-12-88,19/2/2007 22:19,MVI,60-01265989083,662
SA-0202-82-34,5/1/2007 15:20,MVI,60-01798042399,518
SA-0210-42-47,3/2/2007 7:18,MVI,60-01995609015,520
SA-0222-28-58,25/10/2008 3:24,MVI,60-01126056216,371
SA-0263-79-37,19/11/2007 21:10,MVI,60-01605531058,978
SA-0186-07-48,30/7/2007 23:49,MVI,60-01899006596,253
SA-0138-33-52,22/3/2008 11:31,MVI,60-01173579114,374
SA-0378-80-96,27/12/2008 17:43,MVI,60-01024706047,343
SA-0361-84-31,14/10/2008 1:32,MVI,60-01824754958,751
SA-0186-07-48,2/2/2007 20:09,MVI,60-01483397784,125
SA-0138-33-52,20/11/2007 19:31,MVI,60-01977586243,852
SA-0202-82-34,3/5/2007 7:01,MVI,60-01709529269,951
SA-0414-20-79,16/7/2007 11:32,MVI,60-01812874208,239
SA-0055-36-68,3/8/2007 0:21,MVI,60-01866178520,534
SA-0263-79-37,9/12/2007 13:27,MVI,60-01504283995,291
SA-0343-60-69,29/7/2008 17:44,MVI,60-01116907543,810
SA-0050-81-89,7/6/2007 6:10,MVI,60-01883819990,111
SA-0080-84-93,18/9/2007 13:26,MVI,60-01946946946,440
SA-0033-12-88,5/1/2008 22:56,MVI,60-01982157005,336
SA-0009-04-02,29/6/2008 11:11,MVI,60-01450212659,577
SA-0012-71-76,19/3/2008 1:47,MVI,60-01089009238,146
SA-0202-82-34,12/2/2007 12:29,MVI,60-01617763855,836
SA-0263-79-37,11/3/2008 7:19,MVI,60-01158843956,854
SA-0279-91-74,29/1/2007 8:42,MVI,60-01341472636,175
SA-0279-91-74,23/2/2007 13:41,MVI,60-01899770202,485
SA-0037-94-05,20/2/2007 8:57,MVI,60-01521085931,128
SA-0343-60-69,18/3/2008 19:03,MVI,60-01008217967,543
SA-0012-71-76,13/6/2007 19:17,MVI,60-01207513646,739
SA-0378-80-96,25/4/2008 22:46,MVI,60-01448880805,823
SA-0339-42-22,2/6/2008 3:43,MVI,60-01919597298,501
SA-0012-71-76,27/5/2008 21:16,MVI,60-01641502295,763
SA-0021-95-06,29/12/2008 17:13,MVI,60-01867544466,206
SA-0021-95-06,5/12/2008 13:24,MVI,60-01861651160,77
SA-0401-55-12,2/3/2008 15:46,MVI,60-01877233040,596
SA-0055-36-68,2/3/2007 20:28,MVI,60-01489816150,515
SA-0050-81-89,26/8/2007 2:48,MVI,60-01408739683,381
SA-0187-35-19,5/2/2008 4:58,MVI,60-01662338422,1000
SA-0261-41-34,11/4/2008 12:15,MVI,60-01262701044,732
SA-0335-96-08,13/9/2008 0:39,MVI,60-01639725897,360
SA-0210-42-47,13/2/2008 6:37,MVI,60-01799088422,483
SA-0107-05-98,29/4/2007 8:45,MVI,60-01587142594,616
SA-0339-42-22,11/7/2008 17:42,MVI,60-01528267923,499
SA-0155-74-77,6/12/2008 13:54,MVI,60-01242589591,513
SA-0220-61-46,27/3/2007 19:34,MVI,60-01455078664,329
SA-0107-05-98,23/12/2007 1:38,MVI,60-01815239718,233
SA-0312-94-95,7/12/2008 9:58,MVI,60-01300414157,185
SA-0303-06-26,10/9/2008 2:23,MVI,60-01922006516,577
SA-0155-74-77,16/5/2007 7:38,MVI,60-01333389426,569
SA-0339-42-22,22/5/2008 8:52,MVI,60-01813216128,821
SA-0185-59-07,5/2/2007 22:21,MVI,60-01353953284,629
SA-0151-98-79,22/5/2007 1:43,MVI,60-01601316025,263
SA-0021-95-06,6/9/2008 22:25,MVI,60-01372789868,443
SA-0151-98-79,10/7/2007 8:13,MVI,60-01602510716,590
SA-0279-91-74,7/6/2007 5:29,MVI,60-01718478107,173
SA-0343-60-69,23/6/2008 9:15,MVI,60-01929106233,826
SA-0401-55-12,30/10/2007 23:19,MVI,60-01390782197,837
SA-0050-81-89,23/5/2007 2:57,MVI,60-01587676953,474
SA-0335-96-08,14/5/2007 12:32,MVI,60-01835254006,573
SA-0012-71-76,5/8/2007 22:57,MVI,60-01685669663,800
SA-0138-33-52,18/4/2007 19:44,MVI,60-01898955994,981
SA-0305-50-15,7/4/2008 17:22,MVI,60-01715661248,360
SA-0222-28-58,11/9/2008 7:52,MVI,60-01253461880,199
SA-0303-06-26,11/1/2008 8:33,MVI,60-01849527291,177
SA-0144-10-84,27/11/2008 9:05,MVI,60-01887402490,807
SA-0220-61-46,31/5/2007 9:56,MVI,60-01791394780,777
SA-0303-06-26,12/11/2008 9:48,MVI,60-01938484457,249
SA-0303-06-26,5/1/2007 0:42,MVI,60-01729681386,287
SA-0063-02-33,2/12/2007 14:17,MVI,60-01941992124,719
SA-0151-98-79,6/11/2007 4:41,MVI,60-01647252984,968
SA-0185-10-64,19/4/2007 19:00,MVI,60-01724846064,685
SA-0063-02-33,31/12/2007 8:53,MVI,60-01454824795,555
SA-0009-04-02,5/11/2007 8:28,MVI,60-01392942956,98
SA-0290-06-89,30/7/2007 4:01,MVI,60-01891221818,597
SA-0182-19-79,7/12/2007 14:45,MVI,60-01139182735,506
SA-0227-78-67,23/2/2007 14:55,MVI,60-01091194767,537
SA-0005-14-91,15/1/2008 14:50,MVI,60-01182328549,533
SA-0092-93-02,16/6/2008 7:00,MVI,60-01919783372,852
SA-0303-06-26,6/7/2007 12:29,MVI,60-01016108517,624
SA-0222-28-58,29/10/2007 12:17,MVI,60-01907687605,496
SA-0339-42-22,20/12/2008 20:45,MVI,60-01342540641,291
SA-0220-48-64,8/6/2008 3:47,MVI,60-01428663051,658
SA-0220-48-64,10/3/2008 22:04,MVI,60-01043457305,223
SA-0186-07-48,6/6/2008 13:36,MVI,60-01088675852,480
SA-0305-50-15,17/10/2007 3:10,MVI,60-01170196078,320
SA-0361-84-31,4/3/2008 22:33,MVI,60-01897157955,571
SA-0227-78-67,15/5/2007 13:08,MVI,60-01793091645,718
SA-0220-48-64,5/2/2007 13:08,MVI,60-01804392532,151
SA-0263-79-37,17/11/2007 0:49,MVI,60-01890478414,97
SA-0005-14-91,3/6/2008 15:21,MVI,60-01380072489,645
SA-0303-06-26,25/1/2007 6:13,MVI,60-01788368794,224
SA-0222-28-58,13/3/2008 7:56,MVI,60-01063100378,718
SA-0114-12-73,28/9/2007 9:06,MVI,60-01548423020,303
SA-0252-71-33,20/8/2008 8:41,MVI,60-01697717404,788
SA-0414-86-48,23/9/2008 23:59,MVI,60-01393835439,681
SA-0335-96-08,18/11/2007 3:28,MVI,60-01438460766,821
SA-0290-06-89,18/1/2007 23:51,MVI,60-01864936458,484
SA-0009-04-02,19/2/2008 12:54,MVI,60-01028751154,918
SA-0261-41-34,17/11/2007 0:58,MVI,60-01702268965,450
SA-0147-43-82,23/10/2008 0:26,MVI,60-01571193864,596
SA-0335-96-08,23/8/2008 22:24,MVI,60-01127286907,326
SA-0210-42-47,2/2/2007 3:32,MVI,60-01477364204,208
SA-0401-55-12,8/8/2007 20:54,MVI,60-01114024661,212
SA-0145-41-01,9/10/2007 22:52,MVI,60-01093755016,128
SA-0303-06-26,16/11/2008 13:02,MVI,60-01547728063,540
SA-0290-06-89,21/5/2008 9:00,MVI,60-01157564244,885
SA-0303-06-26,19/5/2007 2:35,MVI,60-01849424305,64
SA-0312-94-95,13/11/2008 5:12,MVI,60-01954354179,408
SA-0361-84-31,10/1/2008 2:49,MVI,60-01026281965,430
SA-0055-36-68,17/9/2008 12:55,MVI,60-01584853825,247
SA-0009-04-02,9/4/2007 13:26,MVI,60-01900229152,947
SA-0155-74-77,17/8/2008 22:11,MVI,60-01774704648,728
SA-0220-61-46,6/8/2008 21:37,MVI,60-01436546219,427
SA-0107-05-98,21/9/2008 14:18,MVI,60-01742272779,944
SA-0261-41-34,29/6/2007 21:40,MVI,60-01285901426,809
SA-0343-60-69,18/8/2007 17:56,MVI,60-01924579436,290
SA-0335-96-08,12/4/2007 8:12,MVI,60-01613613817,920
SA-0303-06-26,7/2/2007 4:06,MVI,60-01458842065,404
SA-0414-20-79,6/1/2007 23:07,MVI,60-01124693419,190
SA-0182-19-79,15/2/2007 23:21,MVI,60-01967803483,652
SA-0249-45-54,8/2/2007 18:58,MVI,60-01553845652,574
SA-0114-12-73,2/11/2008 8:40,MVI,60-01704764004,492
SA-0055-36-68,17/12/2007 7:51,MVI,60-01791607124,992
SA-0021-95-06,26/2/2007 9:37,MVI,60-01114216913,174
SA-0147-43-82,18/7/2008 19:48,MVI,60-01518396721,798
SA-0155-74-77,30/1/2008 0:48,MVI,60-01647288051,616
SA-0151-98-79,5/11/2008 6:49,MVI,60-01864773998,922
SA-0147-43-82,9/6/2008 9:04,MVI,60-01892127193,116
SA-0151-98-79,17/1/2008 9:05,MVI,60-01735341822,970
SA-0185-59-07,17/12/2007 3:40,MVI,60-01045139623,409
SA-0252-71-33,21/8/2008 9:31,MVI,60-01111722360,812
SA-0185-59-07,10/6/2007 6:13,MVI,60-01804433931,443
SA-0133-16-62,2/9/2008 15:55,MVI,60-01712852248,509
SA-0114-12-73,4/11/2008 14:56,MVI,60-01380232610,392
SA-0202-82-34,20/3/2008 2:59,MVI,60-01795348567,224
SA-0012-71-76,20/8/2007 12:28,MVI,60-01030479669,132
SA-0151-98-79,15/2/2008 11:31,MVI,60-01537508358,319
SA-0112-53-34,16/10/2007 13:06,MVI,60-01775827023,191
SA-0220-61-46,27/10/2007 5:25,MVI,60-01539832268,109
SA-0147-43-82,6/8/2008 18:18,MVI,60-01134443839,155
SA-0202-82-34,27/7/2007 2:24,MVI,60-01539407489,658
SA-0092-93-02,7/8/2007 20:21,MVI,60-01219028529,129
SA-0021-95-06,26/1/2007 6:11,MVI,60-01800248978,253
SA-0414-20-79,19/10/2007 17:56,MVI,60-01935836097,989
SA-0112-53-34,3/4/2007 17:13,MVI,60-01552063288,541
SA-0114-12-73,24/2/2008 2:51,MVI,60-01558476781,65
SA-0202-82-34,2/6/2008 20:41,MVI,60-01571324587,270
SA-0210-42-47,28/4/2008 23:27,MVI,60-01194315194,236
SA-0009-04-02,27/6/2007 23:59,MVI,60-01430893974,313
SA-0138-33-52,17/12/2008 23:21,MVI,60-01257330022,795
SA-0155-74-77,27/4/2008 19:00,MVI,60-01116726910,887
SA-0187-35-19,8/1/2008 18:14,MVI,60-01519259540,485
SA-0252-71-33,18/12/2007 22:15,MVI,60-01677336277,522
SA-0055-36-68,17/9/2008 15:57,MVI,60-01734436843,836
SA-0037-94-05,2/11/2007 1:16,MVI,60-01319820679,290
SA-0147-43-82,15/2/2008 10:17,MVI,60-01542492684,296
SA-0187-35-19,20/3/2007 13:11,MVI,60-01902111467,853
SA-0252-71-33,10/7/2008 9:08,MVI,60-01021031603,288
SA-0063-02-33,26/11/2007 11:43,MVI,60-01289286153,462
SA-0361-84-31,19/7/2007 12:42,MVI,60-01532747575,321
SA-0263-79-37,17/5/2008 3:45,MVI,60-01999712641,376
SA-0210-42-47,13/11/2007 6:56,MVI,60-01875161429,662
SA-0263-79-37,14/6/2008 3:22,MVI,60-01337012642,730
SA-0290-06-89,4/12/2007 16:09,MVI,60-01140808008,122
SA-0222-28-58,22/9/2008 20:45,MVI,60-01151538369,634
SA-0414-86-48,5/9/2008 19:01,MVI,60-01662586275,163
SA-0055-36-68,9/4/2008 6:21,MVI,60-01549179697,963
SA-0112-53-34,28/6/2007 19:54,MVI,60-01064713541,482
SA-0378-80-96,18/12/2007 15:32,MVI,60-01067220693,707
SA-0107-05-98,20/7/2007 18:13,MVI,60-01980748508,673
SA-0107-05-98,22/7/2007 7:06,MVI,60-01362075830,144
SA-0185-10-64,10/6/2007 13:51,MVI,60-01952336561,912
SA-0092-93-02,1/4/2008 7:10,MVI,60-01943222425,233
SA-0227-78-67,27/1/2007 8:00,MVI,60-01115038992,837
SA-0107-05-98,24/4/2007 15:27,MVI,60-01041231205,922
SA-0185-10-64,22/2/2007 20:58,MVI,60-01201745479,383
SA-0186-07-48,3/4/2007 13:39,MVI,60-01815611783,445
SA-0249-45-54,12/9/2008 19:46,MVI,60-01178808068,85
SA-0145-41-01,7/11/2008 22:03,MVI,60-01302481284,793
SA-0012-71-76,31/5/2008 21:01,MVI,60-01290165680,897
SA-0414-20-79,25/4/2007 23:49,MVI,60-01260320639,196
SA-0080-84-93,3/9/2007 8:19,MVI,60-01806744629,289
SA-0187-35-19,16/3/2008 21:22,MVI,60-01231718273,545
SA-0114-12-73,10/3/2008 8:23,MVI,60-01330814689,959
SA-0261-41-34,11/6/2008 2:15,MVI,60-01111626293,890
SA-0050-81-89,29/7/2007 3:25,MVI,60-01682509100,614
SA-0335-96-08,11/3/2007 9:28,MVI,60-01244320913,169
SA-0249-45-54,1/4/2007 21:29,MVI,60-01111881289,584
SA-0210-42-47,5/4/2007 22:15,MVI,60-01650713661,675
SA-0050-81-89,21/12/2007 16:49,MVI,60-01426154086,205
SA-0210-42-47,20/8/2007 17:46,MVI,60-01318403059,576
SA-0182-19-79,5/9/2007 15:29,MVI,60-01770167582,994
SA-0021-95-06,18/9/2007 10:44,MVI,60-01189672695,433
SA-0249-45-54,5/5/2008 5:18,MVI,60-01622691990,460
SA-0312-94-95,9/9/2007 11:28,MVI,60-01937869341,233
SA-0220-61-46,13/11/2007 0:07,MVI,60-01718497187,970
SA-0145-41-01,29/7/2008 0:40,MVI,60-01621311685,299
SA-0155-74-77,4/4/2008 22:35,MVI,60-01219247300,834
SA-0187-35-19,28/9/2008 15:31,MVI,60-01147457477,401
SA-0414-86-48,1/12/2007 3:54,MVI,60-01797120220,538
SA-0114-12-73,21/11/2007 20:07,MVI,60-01436754226,706
SA-0202-82-34,23/12/2007 13:01,MVI,60-01847398026,691
SA-0033-12-88,31/1/2008 9:42,MVI,60-01590731433,358
SA-0261-41-34,27/2/2008 6:47,MVI,60-01844126298,290
SA-0263-79-37,9/4/2007 22:26,MVI,60-01861990155,724
SA-0092-93-02,1/10/2008 14:19,MVI,60-01700323141,555
SA-0343-60-69,27/6/2008 16:20,MVI,60-01198075466,381
SA-0147-43-82,26/10/2008 4:21,MVI,60-01861350335,952
SA-0263-79-37,28/2/2007 17:40,MVI,60-01703579396,193
SA-0080-84-93,21/8/2008 13:04,MVI,60-01393764361,344
SA-0187-35-19,12/2/2008 9:37,MVI,60-01086423479,913
SA-0252-71-33,25/3/2008 5:07,MVI,60-01342253840,407
SA-0092-93-02,25/12/2008 8:01,MVI,60-01923742879,930
SA-0202-82-34,28/11/2008 7:07,MVI,60-01478776386,476
SA-0080-84-93,25/4/2007 17:51,MVI,60-01528936113,461
SA-0401-55-12,20/6/2007 3:57,MVI,60-01343675072,344
SA-0114-12-73,13/1/2007 19:47,MVI,60-01891389602,924
SA-0112-53-34,22/5/2007 21:50,MVI,60-01605656666,760
SA-0414-86-48,2/8/2008 22:49,MVI,60-01600869115,743
SA-0080-84-93,16/1/2007 5:25,MVI,60-01251305365,879
SA-0312-94-95,21/12/2008 3:10,MVI,60-01812091516,556
SA-0361-84-31,4/1/2008 21:27,MVI,60-01683058797,918
SA-0187-35-19,30/7/2007 16:10,MVI,60-01761101689,770
SA-0009-04-02,10/4/2008 1:11,MVI,60-01270021671,353
SA-0378-80-96,23/5/2007 14:06,MVI,60-01263248440,520
SA-0279-91-74,23/7/2008 17:03,MVI,60-01995883413,175
SA-0009-04-02,4/1/2008 21:38,MVI,60-01826078213,789
SA-0339-42-22,17/12/2007 22:39,MVI,60-01670276088,581
SA-0138-33-52,4/9/2008 18:10,MVI,60-01388101217,771
SA-0182-19-79,20/1/2008 4:39,MVI,60-01935664170,802
SA-0210-42-47,14/2/2007 18:23,MVI,60-01656149111,385
SA-0107-05-98,5/10/2007 17:44,MVI,60-01225037892,110
SA-0414-20-79,6/11/2008 10:41,MVI,60-01121562345,796
SA-0092-93-02,14/4/2008 7:26,MVI,60-01377876295,260
SA-0222-28-58,25/10/2007 2:35,MVI,60-01496245002,625
SA-0155-74-77,27/11/2007 9:41,MVI,60-01286342532,130
SA-0314-69-44,16/12/2007 6:46,MVI,60-01900643478,538
SA-0009-04-02,22/1/2008 9:58,MVI,60-01130989162,825
SA-0261-41-34,27/5/2008 11:09,MVI,60-01212984983,302
SA-0055-36-68,4/5/2008 22:23,MVI,60-01739938212,280
SA-0220-48-64,10/7/2008 21:28,MVI,60-01110646083,71
SA-0012-71-76,26/4/2007 5:56,MVI,60-01576268748,574
SA-0112-53-34,21/7/2007 21:08,MVI,60-01121318740,875
SA-0182-19-79,16/1/2008 13:49,MVI,60-01009615922,609
SA-0314-69-44,13/5/2007 9:44,MVI,60-01878694809,732
SA-0414-20-79,2/6/2008 15:09,MVI,60-01399950137,196
SA-0220-61-46,10/10/2007 1:30,MVI,60-01034589704,871
SA-0080-84-93,5/9/2008 8:06,MVI,60-01041748626,376
SA-0138-33-52,5/4/2008 10:24,MVI,60-01098269834,925
SA-0210-42-47,17/1/2008 19:27,MVI,60-01616899414,643
SA-0187-35-19,30/10/2008 16:59,MVI,60-01018077599,557
SA-0050-81-89,2/3/2008 0:18,MVI,60-01602995965,767
SA-0401-55-12,14/11/2008 7:31,MVI,60-01192424037,301
SA-0050-81-89,4/5/2008 14:02,MVI,60-01233557296,595
SA-0305-50-15,28/6/2007 14:46,MVI,60-01572232873,461
